news_no,user_no,news_spred_no,source,fake_news,followers_no
144,11622,1,Bf,1,0
168,11622,1,Bf,1,0
181,11622,1,Bf,1,0
181,11623,1,Bf,1,0
127,11624,1,Bf,1,0
140,11625,1,Bf,1,0
93,11626,1,Bf,1,0
98,11627,1,Bf,1,0
106,11627,1,Bf,1,0
72,11628,1,Bf,0,0
72,11629,1,Bf,0,0
46,11630,1,Bf,0,0
17,11631,1,Bf,0,0
153,11632,1,Bf,1,0
91,11633,1,Bf,0,0
87,11634,1,Bf,0,0
162,11635,1,Bf,1,0
168,11635,1,Bf,1,0
180,11635,1,Bf,1,0
181,11635,1,Bf,1,0
32,11636,1,Bf,0,0
56,11637,1,Bf,0,0
32,11638,1,Bf,0,0
125,11638,1,Bf,1,0
6,11639,1,Bf,0,0
140,11640,1,Bf,1,0
32,11641,1,Bf,0,0
168,11641,1,Bf,1,0
45,11642,1,Bf,0,0
142,11643,2,Bf,1,0
16,11644,1,Bf,0,0
181,11645,1,Bf,1,0
5,11646,1,Bf,0,0
138,11647,1,Bf,1,0
87,11648,1,Bf,0,0
168,11649,1,Bf,1,0
93,11650,1,Bf,1,0
87,11651,1,Bf,0,0
32,11652,6,Bf,0,0
95,11653,1,Bf,1,0
180,11653,1,Bf,1,0
180,11654,1,Bf,1,0
148,11655,1,Bf,1,0
18,11656,1,Bf,0,0
44,11657,1,Bf,0,0
96,11658,1,Bf,1,0
87,11659,1,Bf,0,0
127,11660,1,Bf,1,0
17,11661,2,Bf,0,0
181,11662,1,Bf,1,0
27,11663,1,Bf,0,0
150,11664,1,Bf,1,0
140,11665,1,Bf,1,0
115,11666,1,Bf,1,0
122,11666,1,Bf,1,0
100,11667,1,Bf,1,0
87,11668,1,Bf,0,0
6,11669,1,Bf,0,0
13,11669,2,Bf,0,0
30,11669,1,Bf,0,0
89,11669,1,Bf,0,0
57,11670,1,Bf,0,0
105,11671,1,Bf,1,0
110,11671,1,Bf,1,0
140,11671,1,Bf,1,0
175,11671,1,Bf,1,0
87,11672,1,Bf,0,0
180,11673,1,Bf,1,0
105,11674,1,Bf,1,0
6,11675,1,Bf,0,0
168,11676,1,Bf,1,0
180,11676,1,Bf,1,0
181,11676,1,Bf,1,0
135,11677,1,Bf,1,0
105,11678,1,Bf,1,0
138,11678,1,Bf,1,0
68,11679,1,Bf,0,0
140,11680,1,Bf,1,0
48,11681,1,Bf,0,0
80,11682,1,Bf,0,0
168,11683,1,Bf,1,0
150,11684,1,Bf,1,0
91,11685,1,Bf,0,0
6,11686,1,Bf,0,0
87,11687,1,Bf,0,0
32,11688,1,Bf,0,0
32,11689,1,Bf,0,0
168,11690,1,Bf,1,0
6,11691,1,Bf,0,0
93,11692,1,Bf,1,0
72,11693,2,Bf,0,0
13,11694,1,Bf,0,0
162,11695,1,Bf,1,0
87,11696,1,Bf,0,0
180,11697,1,Bf,1,0
89,11698,1,Bf,0,0
72,11699,1,Bf,0,0
45,11700,1,Bf,0,0
168,11701,1,Bf,1,0
72,11702,1,Bf,0,0
168,11703,1,Bf,1,0
43,11704,1,Bf,0,0
45,11704,1,Bf,0,0
153,11705,1,Bf,1,0
76,11706,1,Bf,0,0
42,11707,1,Bf,0,0
45,11707,2,Bf,0,0
155,11708,1,Bf,1,0
127,11709,1,Bf,1,0
91,11710,1,Bf,0,0
64,11711,1,Bf,0,0
29,11712,1,Bf,0,0
140,11713,1,Bf,1,0
42,11714,1,Bf,0,0
80,11715,1,Bf,0,0
153,11716,1,Bf,1,0
95,11717,1,Bf,1,0
115,11717,1,Bf,1,0
45,11718,1,Bf,0,0
168,11719,1,Bf,1,0
17,11720,1,Bf,0,0
45,11721,1,Bf,0,0
89,11722,1,Bf,0,0
6,11723,1,Bf,0,0
32,11724,1,Bf,0,0
9,11725,4,Bf,0,0
42,11725,3,Bf,0,0
45,11725,1,Bf,0,0
89,11726,1,Bf,0,0
72,11727,1,Bf,0,0
110,11728,1,Bf,1,0
115,11728,1,Bf,1,0
163,11728,1,Bf,1,0
169,11728,1,Bf,1,0
171,11728,1,Bf,1,0
180,11728,1,Bf,1,0
41,11729,1,Bf,0,0
180,11730,1,Bf,1,0
89,11731,1,Bf,0,0
87,11732,1,Bf,0,0
153,11732,1,Bf,1,0
110,11733,1,Bf,1,0
95,11734,2,Bf,1,0
23,11735,1,Bf,0,0
45,11735,1,Bf,0,0
64,11735,1,Bf,0,0
56,11736,1,Bf,0,0
32,11737,1,Bf,0,0
105,11737,1,Bf,1,0
107,11737,1,Bf,1,0
116,11737,1,Bf,1,0
125,11737,1,Bf,1,0
171,11737,1,Bf,1,0
45,11738,1,Bf,0,0
181,11739,1,Bf,1,0
127,11740,1,Bf,1,0
180,11741,1,Bf,1,0
127,11742,1,Bf,1,0
127,11743,1,Bf,1,0
91,11744,1,Bf,0,0
122,11745,1,Bf,1,0
181,11746,1,Bf,1,0
151,11747,1,Bf,1,0
93,11748,1,Bf,1,0
171,11749,3,Bf,1,0
32,11750,1,Bf,0,0
180,11751,1,Bf,1,0
153,11752,1,Bf,1,0
115,11753,1,Bf,1,0
89,11754,1,Bf,0,0
32,11755,2,Bf,0,0
180,11755,1,Bf,1,0
181,11755,1,Bf,1,0
32,11756,1,Bf,0,0
45,11757,1,Bf,0,0
15,11758,1,Bf,0,0
72,11759,1,Bf,0,0
79,11760,1,Bf,0,0
72,11761,1,Bf,0,0
6,11762,1,Bf,0,0
32,11763,1,Bf,0,0
180,11764,1,Bf,1,0
93,11765,1,Bf,1,0
153,11766,1,Bf,1,0
32,11767,1,Bf,0,0
6,11768,1,Bf,0,0
10,11769,1,Bf,0,0
15,11769,1,Bf,0,0
21,11769,1,Bf,0,0
41,11769,1,Bf,0,0
42,11769,1,Bf,0,0
151,11770,1,Bf,1,0
93,11771,1,Bf,1,0
181,11771,1,Bf,1,0
64,11772,1,Bf,0,0
108,11773,1,Bf,1,0
153,11774,1,Bf,1,0
93,11775,1,Bf,1,0
91,11776,1,Bf,0,0
138,11777,1,Bf,1,0
171,11778,1,Bf,1,0
180,11778,1,Bf,1,0
34,11779,1,Bf,0,0
42,11779,2,Bf,0,0
50,11779,1,Bf,0,0
57,11779,1,Bf,0,0
75,11779,1,Bf,0,0
149,11780,1,Bf,1,0
168,11781,1,Bf,1,0
32,11782,1,Bf,0,0
13,11783,1,Bf,0,0
56,11784,1,Bf,0,0
91,11785,1,Bf,0,0
151,11786,1,Bf,1,0
10,11787,1,Bf,0,0
29,11788,1,Bf,0,0
89,11788,2,Bf,0,0
148,11789,1,Bf,1,0
32,11790,1,Bf,0,0
168,11790,1,Bf,1,0
153,11791,1,Bf,1,0
6,11792,1,Bf,0,0
17,11793,1,Bf,0,0
154,11794,1,Bf,1,0
153,11795,1,Bf,1,0
93,11796,1,Bf,1,0
114,11797,1,Bf,1,0
89,11798,1,Bf,0,0
153,11799,1,Bf,1,0
95,11800,1,Bf,1,0
126,11800,1,Bf,1,0
93,11801,1,Bf,1,0
154,11802,1,Bf,1,0
32,11803,1,Bf,0,0
153,11804,1,Bf,1,0
95,11805,1,Bf,1,0
109,11806,1,Bf,1,0
72,11807,1,Bf,0,0
126,11808,1,Bf,1,0
72,11809,1,Bf,0,0
89,11809,1,Bf,0,0
105,11810,1,Bf,1,0
138,11810,1,Bf,1,0
126,11811,1,Bf,1,0
180,11812,1,Bf,1,0
72,11813,1,Bf,0,0
171,11814,1,Bf,1,0
32,11815,1,Bf,0,0
180,11816,1,Bf,1,0
91,11817,1,Bf,0,0
150,11818,1,Bf,1,0
142,11819,1,Bf,1,0
95,11820,1,Bf,1,0
138,11820,1,Bf,1,0
93,11821,1,Bf,1,0
87,11822,1,Bf,0,0
72,11823,1,Bf,0,0
91,11824,1,Bf,0,0
95,11825,1,Bf,1,0
13,11826,1,Bf,0,0
153,11827,2,Bf,1,0
171,11828,1,Bf,1,0
142,11829,1,Bf,1,0
182,11830,1,Bf,1,0
180,11831,1,Bf,1,0
16,11832,1,Bf,0,0
138,11833,5,Bf,1,0
153,11834,1,Bf,1,0
15,11835,1,Bf,0,0
42,11835,1,Bf,0,0
28,11836,1,Bf,0,0
98,11836,1,Bf,1,0
106,11836,1,Bf,1,0
109,11836,1,Bf,1,0
168,11836,1,Bf,1,0
180,11836,1,Bf,1,0
140,11837,1,Bf,1,0
89,11838,1,Bf,0,0
150,11839,1,Bf,1,0
82,11840,1,Bf,0,0
91,11840,1,Bf,0,0
23,11841,1,Bf,0,0
64,11841,1,Bf,0,0
180,11842,1,Bf,1,0
98,11843,1,Bf,1,0
106,11843,1,Bf,1,0
45,11844,1,Bf,0,0
87,11845,1,Bf,0,0
153,11846,1,Bf,1,0
46,11847,1,Bf,0,0
30,11848,1,Bf,0,0
143,11849,1,Bf,1,0
168,11849,1,Bf,1,0
180,11849,1,Bf,1,0
124,11850,1,Bf,1,0
64,11851,1,Bf,0,0
109,11852,1,Bf,1,0
171,11852,2,Bf,1,0
180,11852,1,Bf,1,0
135,11853,1,Bf,1,0
154,11853,1,Bf,1,0
72,11854,1,Bf,0,0
66,11855,1,Bf,0,0
95,11856,1,Bf,1,0
72,11857,1,Bf,0,0
56,11858,1,Bf,0,0
42,11859,1,Bf,0,0
46,11860,1,Bf,0,0
77,11861,1,Bf,0,0
87,11862,2,Bf,0,0
150,11862,1,Bf,1,0
151,11863,1,Bf,1,0
80,11864,1,Bf,0,0
72,11865,1,Bf,0,0
171,11866,1,Bf,1,0
151,11867,1,Bf,1,0
72,11868,1,Bf,0,0
153,11869,1,Bf,1,0
72,11870,1,Bf,0,0
168,11871,1,Bf,1,0
142,11872,1,Bf,1,0
100,11873,1,Bf,1,0
31,11874,1,Bf,0,0
72,11874,1,Bf,0,0
19,11875,1,Bf,0,0
46,11875,1,Bf,0,0
72,11876,1,Bf,0,0
80,11877,1,Bf,0,0
17,11878,1,Bf,0,0
153,11879,1,Bf,1,0
32,11880,1,Bf,0,0
89,11881,1,Bf,0,0
153,11882,1,Bf,1,0
175,11883,1,Bf,1,0
95,11884,1,Bf,1,0
109,11884,1,Bf,1,0
87,11885,1,Bf,0,0
6,11886,1,Bf,0,0
1,11887,1,Bf,0,0
8,11887,1,Bf,0,0
24,11887,1,Bf,0,0
28,11887,1,Bf,0,0
32,11887,1,Bf,0,0
47,11887,1,Bf,0,0
61,11887,1,Bf,0,0
88,11887,1,Bf,0,0
94,11887,1,Bf,1,0
97,11887,1,Bf,1,0
98,11887,1,Bf,1,0
101,11887,1,Bf,1,0
102,11887,1,Bf,1,0
106,11887,1,Bf,1,0
108,11887,1,Bf,1,0
111,11887,1,Bf,1,0
117,11887,1,Bf,1,0
118,11887,1,Bf,1,0
140,11887,1,Bf,1,0
95,11888,1,Bf,1,0
46,11889,1,Bf,0,0
168,11890,1,Bf,1,0
45,11891,3,Bf,0,0
150,11892,1,Bf,1,0
89,11893,1,Bf,0,0
153,11894,1,Bf,1,0
95,11895,1,Bf,1,0
180,11895,1,Bf,1,0
140,11896,1,Bf,1,0
87,11897,7,Bf,0,0
13,11898,1,Bf,0,0
32,11898,1,Bf,0,0
32,11899,1,Bf,0,0
45,11900,1,Bf,0,0
127,11901,1,Bf,1,0
52,11902,1,Bf,0,0
140,11903,1,Bf,1,0
56,11904,1,Bf,0,0
126,11905,1,Bf,1,0
87,11906,1,Bf,0,0
42,11907,1,Bf,0,0
153,11908,1,Bf,1,0
87,11909,1,Bf,0,0
171,11910,1,Bf,1,0
91,11911,1,Bf,0,0
153,11912,1,Bf,1,0
153,11913,1,Bf,1,0
5,11914,2,Bf,0,0
153,11915,1,Bf,1,0
45,11916,1,Bf,0,0
115,11917,1,Bf,1,0
136,11918,1,Bf,1,0
141,11918,1,Bf,1,0
148,11918,1,Bf,1,0
125,11919,1,Bf,1,0
180,11920,1,Bf,1,0
140,11921,1,Bf,1,0
153,11922,1,Bf,1,0
180,11923,1,Bf,1,0
46,11924,1,Bf,0,0
72,11924,1,Bf,0,0
126,11925,1,Bf,1,0
56,11926,1,Bf,0,0
160,11927,1,Bf,1,0
72,11928,1,Bf,0,0
6,11929,1,Bf,0,0
10,11929,2,Bf,0,0
18,11929,1,Bf,0,0
19,11929,1,Bf,0,0
21,11929,1,Bf,0,0
23,11929,1,Bf,0,0
29,11929,1,Bf,0,0
30,11929,1,Bf,0,0
31,11929,1,Bf,0,0
41,11929,1,Bf,0,0
42,11929,2,Bf,0,0
46,11929,1,Bf,0,0
55,11929,1,Bf,0,0
64,11929,1,Bf,0,0
65,11929,1,Bf,0,0
68,11929,1,Bf,0,0
70,11929,1,Bf,0,0
72,11929,2,Bf,0,0
73,11929,1,Bf,0,0
77,11929,1,Bf,0,0
78,11929,1,Bf,0,0
81,11929,1,Bf,0,0
87,11929,1,Bf,0,0
91,11929,1,Bf,0,0
6,11930,1,Bf,0,0
148,11931,1,Bf,1,0
80,11932,1,Bf,0,0
153,11933,1,Bf,1,0
109,11934,1,Bf,1,0
45,11935,1,Bf,0,0
89,11936,1,Bf,0,0
45,11937,2,Bf,0,0
153,11938,1,Bf,1,0
171,11939,2,Bf,1,0
72,11940,1,Bf,0,0
113,11941,1,Bf,1,0
93,11942,5,Bf,1,0
45,11943,1,Bf,0,0
80,11944,1,Bf,0,0
87,11945,1,Bf,0,0
56,11946,1,Bf,0,0
91,11947,1,Bf,0,0
6,11948,1,Bf,0,0
87,11949,1,Bf,0,0
32,11950,1,Bf,0,0
93,11950,1,Bf,1,0
45,11951,1,Bf,0,0
13,11952,1,Bf,0,0
87,11953,1,Bf,0,0
100,11954,1,Bf,1,0
32,11955,1,Bf,0,0
72,11956,1,Bf,0,0
42,11957,1,Bf,0,0
150,11957,1,Bf,1,0
151,11958,1,Bf,1,0
148,11959,1,Bf,1,0
6,11960,1,Bf,0,0
140,11961,1,Bf,1,0
180,11962,1,Bf,1,0
95,11963,1,Bf,1,0
180,11964,1,Bf,1,0
45,11965,1,Bf,0,0
95,11966,1,Bf,1,0
46,11967,1,Bf,0,0
127,11967,1,Bf,1,0
180,11968,1,Bf,1,0
45,11969,1,Bf,0,0
93,11970,1,Bf,1,0
87,11971,1,Bf,0,0
45,11972,1,Bf,0,0
80,11973,1,Bf,0,0
45,11974,1,Bf,0,0
45,11975,3,Bf,0,0
45,11976,1,Bf,0,0
32,11977,1,Bf,0,0
122,11978,1,Bf,1,0
72,11979,1,Bf,0,0
78,11980,1,Bf,0,0
124,11981,2,Bf,1,0
135,11981,1,Bf,1,0
154,11981,1,Bf,1,0
93,11982,1,Bf,1,0
87,11983,1,Bf,0,0
125,11984,1,Bf,1,0
64,11985,1,Bf,0,0
87,11986,1,Bf,0,0
148,11987,1,Bf,1,0
45,11988,1,Bf,0,0
45,11989,1,Bf,0,0
89,11990,2,Bf,0,0
122,11990,2,Bf,1,0
132,11990,2,Bf,1,0
82,11991,1,Bf,0,0
42,11992,1,Bf,0,0
91,11993,1,Bf,0,0
142,11994,1,Bf,1,0
15,11995,1,Bf,0,0
72,11995,1,Bf,0,0
46,11996,1,Bf,0,0
40,11997,1,Bf,0,0
115,11998,1,Bf,1,0
95,11999,1,Bf,1,0
127,11999,1,Bf,1,0
171,11999,2,Bf,1,0
45,12000,1,Bf,0,0
95,12001,1,Bf,1,0
121,12001,1,Bf,1,0
16,12002,1,Bf,0,0
21,12002,1,Bf,0,0
32,12003,1,Bf,0,0
71,12004,1,Bf,0,0
80,12005,1,Bf,0,0
80,12006,1,Bf,0,0
87,12007,1,Bf,0,0
180,12008,1,Bf,1,0
87,12009,1,Bf,0,0
32,12010,1,Bf,0,0
44,12010,1,Bf,0,0
168,12011,1,Bf,1,0
87,12012,1,Bf,0,0
91,12012,1,Bf,0,0
113,12013,1,Bf,1,0
124,12014,1,Bf,1,0
153,12014,1,Bf,1,0
32,12015,1,Bf,0,0
42,12016,1,Bf,0,0
44,12017,1,Bf,0,0
115,12018,1,Bf,1,0
140,12018,1,Bf,1,0
169,12018,1,Bf,1,0
168,12019,1,Bf,1,0
7,12020,1,Bf,0,0
57,12020,1,Bf,0,0
169,12021,1,Bf,1,0
153,12022,1,Bf,1,0
168,12023,1,Bf,1,0
32,12024,1,Bf,0,0
59,12025,1,Bf,0,0
153,12026,1,Bf,1,0
127,12027,1,Bf,1,0
32,12028,1,Bf,0,0
6,12029,1,Bf,0,0
45,12030,1,Bf,0,0
87,12031,1,Bf,0,0
140,12032,1,Bf,1,0
136,12033,1,Bf,1,0
110,12034,1,Bf,1,0
142,12034,1,Bf,1,0
140,12035,1,Bf,1,0
122,12036,1,Bf,1,0
126,12036,1,Bf,1,0
180,12036,1,Bf,1,0
46,12037,1,Bf,0,0
45,12038,1,Bf,0,0
45,12039,1,Bf,0,0
138,12040,2,Bf,1,0
140,12041,1,Bf,1,0
160,12041,1,Bf,1,0
32,12042,1,Bf,0,0
45,12043,1,Bf,0,0
64,12044,1,Bf,0,0
64,12045,1,Bf,0,0
73,12045,1,Bf,0,0
93,12046,1,Bf,1,0
95,12046,1,Bf,1,0
109,12046,1,Bf,1,0
120,12046,2,Bf,1,0
122,12046,1,Bf,1,0
125,12046,1,Bf,1,0
138,12046,1,Bf,1,0
140,12046,1,Bf,1,0
142,12046,1,Bf,1,0
144,12046,2,Bf,1,0
162,12046,1,Bf,1,0
180,12046,1,Bf,1,0
181,12046,1,Bf,1,0
87,12047,1,Bf,0,0
140,12048,1,Bf,1,0
42,12049,1,Bf,0,0
72,12049,1,Bf,0,0
153,12050,1,Bf,1,0
98,12051,1,Bf,1,0
106,12051,1,Bf,1,0
181,12051,1,Bf,1,0
21,12052,1,Bf,0,0
155,12053,1,Bf,1,0
113,12054,1,Bf,1,0
148,12054,1,Bf,1,0
91,12055,1,Bf,0,0
32,12056,1,Bf,0,0
18,12057,1,Bf,0,0
45,12058,1,Bf,0,0
42,12059,1,Bf,0,0
150,12059,1,Bf,1,0
32,12060,1,Bf,0,0
140,12061,1,Bf,1,0
168,12061,1,Bf,1,0
45,12062,1,Bf,0,0
142,12063,1,Bf,1,0
140,12064,1,Bf,1,0
140,12065,1,Bf,1,0
15,12066,1,Bf,0,0
23,12066,1,Bf,0,0
45,12066,1,Bf,0,0
80,12067,1,Bf,0,0
32,12068,1,Bf,0,0
151,12069,1,Bf,1,0
45,12070,1,Bf,0,0
95,12071,1,Bf,1,0
153,12072,1,Bf,1,0
42,12073,1,Bf,0,0
93,12074,1,Bf,1,0
140,12075,1,Bf,1,0
180,12076,1,Bf,1,0
46,12077,1,Bf,0,0
180,12078,1,Bf,1,0
46,12079,1,Bf,0,0
153,12080,1,Bf,1,0
8,12081,1,Bf,0,0
45,12081,1,Bf,0,0
96,12081,1,Bf,1,0
100,12081,1,Bf,1,0
154,12082,1,Bf,1,0
153,12083,1,Bf,1,0
140,12084,8,Bf,1,0
96,12085,1,Bf,1,0
100,12085,1,Bf,1,0
108,12085,2,Bf,1,0
87,12086,1,Bf,0,0
56,12087,1,Bf,0,0
93,12088,1,Bf,1,0
56,12089,1,Bf,0,0
72,12090,1,Bf,0,0
45,12091,1,Bf,0,0
46,12092,1,Bf,0,0
56,12093,1,Bf,0,0
45,12094,1,Bf,0,0
140,12095,2,Bf,1,0
180,12095,2,Bf,1,0
153,12096,1,Bf,1,0
32,12097,1,Bf,0,0
171,12098,1,Bf,1,0
71,12099,1,Bf,0,0
32,12100,1,Bf,0,0
64,12101,1,Bf,0,0
84,12102,1,Bf,0,0
87,12102,1,Bf,0,0
150,12102,1,Bf,1,0
115,12103,1,Bf,1,0
46,12104,1,Bf,0,0
140,12105,1,Bf,1,0
95,12106,1,Bf,1,0
169,12106,2,Bf,1,0
171,12106,1,Bf,1,0
42,12107,1,Bf,0,0
77,12107,1,Bf,0,0
45,12108,2,Bf,0,0
93,12109,2,Bf,1,0
115,12109,2,Bf,1,0
121,12109,1,Bf,1,0
140,12109,1,Bf,1,0
169,12109,1,Bf,1,0
171,12109,3,Bf,1,0
113,12110,1,Bf,1,0
125,12110,1,Bf,1,0
9,12111,1,Bf,0,0
140,12111,1,Bf,1,0
109,12112,1,Bf,1,0
138,12112,1,Bf,1,0
7,12113,1,Bf,0,0
150,12114,1,Bf,1,0
15,12115,1,Bf,0,0
127,12116,1,Bf,1,0
109,12117,1,Bf,1,0
93,12118,1,Bf,1,0
180,12118,1,Bf,1,0
6,12119,1,Bf,0,0
23,12120,1,Bf,0,0
56,12121,1,Bf,0,0
87,12122,1,Bf,0,0
16,12123,1,Bf,0,0
168,12124,1,Bf,1,0
98,12125,1,Bf,1,0
106,12125,1,Bf,1,0
38,12126,1,Bf,0,0
110,12127,1,Bf,1,0
82,12128,1,Bf,0,0
84,12129,1,Bf,0,0
7,12130,2,Bf,0,0
9,12130,1,Bf,0,0
10,12130,1,Bf,0,0
29,12130,2,Bf,0,0
80,12130,1,Bf,0,0
91,12130,1,Bf,0,0
32,12131,1,Bf,0,0
56,12132,1,Bf,0,0
138,12133,1,Bf,1,0
126,12134,1,Bf,1,0
180,12134,1,Bf,1,0
140,12135,1,Bf,1,0
98,12136,1,Bf,1,0
106,12136,1,Bf,1,0
6,12137,1,Bf,0,0
6,12138,1,Bf,0,0
45,12139,2,Bf,0,0
127,12140,1,Bf,1,0
45,12141,1,Bf,0,0
45,12142,1,Bf,0,0
82,12143,1,Bf,0,0
153,12144,1,Bf,1,0
168,12145,1,Bf,1,0
135,12146,1,Bf,1,0
23,12147,1,Bf,0,0
45,12147,1,Bf,0,0
57,12147,1,Bf,0,0
64,12147,1,Bf,0,0
66,12147,1,Bf,0,0
73,12147,1,Bf,0,0
127,12148,1,Bf,1,0
153,12149,1,Bf,1,0
180,12150,1,Bf,1,0
32,12151,1,Bf,0,0
153,12152,1,Bf,1,0
124,12153,2,Bf,1,0
87,12154,1,Bf,0,0
180,12155,1,Bf,1,0
154,12156,1,Bf,1,0
80,12157,1,Bf,0,0
124,12158,1,Bf,1,0
64,12159,1,Bf,0,0
150,12160,1,Bf,1,0
153,12160,1,Bf,1,0
68,12161,1,Bf,0,0
105,12161,2,Bf,1,0
136,12162,1,Bf,1,0
140,12162,1,Bf,1,0
9,12163,1,Bf,0,0
42,12163,3,Bf,0,0
72,12163,1,Bf,0,0
84,12163,1,Bf,0,0
153,12164,1,Bf,1,0
45,12165,1,Bf,0,0
31,12166,1,Bf,0,0
89,12166,1,Bf,0,0
98,12167,1,Bf,1,0
100,12167,1,Bf,1,0
106,12167,1,Bf,1,0
6,12168,1,Bf,0,0
127,12169,1,Bf,1,0
109,12170,1,Bf,1,0
119,12170,1,Bf,1,0
153,12171,1,Bf,1,0
150,12172,1,Bf,1,0
127,12173,1,Bf,1,0
168,12174,1,Bf,1,0
168,12175,1,Bf,1,0
143,12176,1,Bf,1,0
140,12177,1,Bf,1,0
32,12178,1,Bf,0,0
180,12179,1,Bf,1,0
87,12180,1,Bf,0,0
180,12181,2,Bf,1,0
171,12182,1,Bf,1,0
16,12183,1,Bf,0,0
72,12184,1,Bf,0,0
181,12185,1,Bf,1,0
95,12186,1,Bf,1,0
136,12186,1,Bf,1,0
157,12187,1,Bf,1,0
173,12188,1,Bf,1,0
115,12189,1,Bf,1,0
147,12189,1,Bf,1,0
171,12189,1,Bf,1,0
140,12190,1,Bf,1,0
32,12191,1,Bf,0,0
42,12192,1,Bf,0,0
93,12193,1,Bf,1,0
124,12194,1,Bf,1,0
32,12195,1,Bf,0,0
32,12196,1,Bf,0,0
6,12197,1,Bf,0,0
91,12198,1,Bf,0,0
140,12199,1,Bf,1,0
6,12200,1,Bf,0,0
23,12200,1,Bf,0,0
42,12200,1,Bf,0,0
133,12201,1,Bf,1,0
6,12202,1,Bf,0,0
46,12202,1,Bf,0,0
64,12203,1,Bf,0,0
10,12204,1,Bf,0,0
21,12204,1,Bf,0,0
80,12205,2,Bf,0,0
100,12206,1,Bf,1,0
89,12207,1,Bf,0,0
95,12207,1,Bf,1,0
122,12207,1,Bf,1,0
140,12207,1,Bf,1,0
171,12207,1,Bf,1,0
125,12208,1,Bf,1,0
56,12209,1,Bf,0,0
93,12210,1,Bf,1,0
140,12210,1,Bf,1,0
141,12210,1,Bf,1,0
93,12211,1,Bf,1,0
46,12212,1,Bf,0,0
32,12213,1,Bf,0,0
98,12213,1,Bf,1,0
106,12213,1,Bf,1,0
136,12213,1,Bf,1,0
140,12213,1,Bf,1,0
45,12214,1,Bf,0,0
32,12215,1,Bf,0,0
23,12216,1,Bf,0,0
45,12216,1,Bf,0,0
64,12216,1,Bf,0,0
64,12217,1,Bf,0,0
162,12218,1,Bf,1,0
89,12219,1,Bf,0,0
162,12220,1,Bf,1,0
153,12221,1,Bf,1,0
154,12222,1,Bf,1,0
121,12223,1,Bf,1,0
152,12224,1,Bf,1,0
153,12224,1,Bf,1,0
180,12225,2,Bf,1,0
45,12226,1,Bf,0,0
6,12227,1,Bf,0,0
124,12228,1,Bf,1,0
10,12229,1,Bf,0,0
58,12230,1,Bf,0,0
150,12231,1,Bf,1,0
126,12232,1,Bf,1,0
181,12233,1,Bf,1,0
181,12234,1,Bf,1,0
91,12235,1,Bf,0,0
42,12236,1,Bf,0,0
64,12237,1,Bf,0,0
109,12238,1,Bf,1,0
125,12239,1,Bf,1,0
95,12240,1,Bf,1,0
126,12240,1,Bf,1,0
57,12241,1,Bf,0,0
140,12242,1,Bf,1,0
87,12243,1,Bf,0,0
16,12244,1,Bf,0,0
72,12245,1,Bf,0,0
86,12246,1,Bf,0,0
162,12247,1,Bf,1,0
153,12248,1,Bf,1,0
181,12249,1,Bf,1,0
64,12250,1,Bf,0,0
72,12251,1,Bf,0,0
180,12252,1,Bf,1,0
32,12253,1,Bf,0,0
127,12254,1,Bf,1,0
154,12255,1,Bf,1,0
150,12256,1,Bf,1,0
141,12257,1,Bf,1,0
98,12258,1,Bf,1,0
106,12258,1,Bf,1,0
140,12258,1,Bf,1,0
46,12259,1,Bf,0,0
140,12260,1,Bf,1,0
160,12261,1,Bf,1,0
171,12262,1,Bf,1,0
56,12263,1,Bf,0,0
142,12264,3,Bf,1,0
45,12265,1,Bf,0,0
168,12266,1,Bf,1,0
122,12267,1,Bf,1,0
138,12267,1,Bf,1,0
168,12267,2,Bf,1,0
169,12267,1,Bf,1,0
181,12267,1,Bf,1,0
6,12268,1,Bf,0,0
42,12269,1,Bf,0,0
127,12270,1,Bf,1,0
153,12271,10,Bf,1,0
76,12272,1,Bf,0,0
126,12273,1,Bf,1,0
16,12274,1,Bf,0,0
80,12275,1,Bf,0,0
153,12276,1,Bf,1,0
10,12277,3,Bf,0,0
15,12277,1,Bf,0,0
23,12277,1,Bf,0,0
41,12277,1,Bf,0,0
42,12277,1,Bf,0,0
45,12277,1,Bf,0,0
72,12277,2,Bf,0,0
81,12277,1,Bf,0,0
87,12277,1,Bf,0,0
180,12277,1,Bf,1,0
80,12278,1,Bf,0,0
32,12279,1,Bf,0,0
91,12280,1,Bf,0,0
64,12281,1,Bf,0,0
93,12282,1,Bf,1,0
6,12283,1,Bf,0,0
7,12283,1,Bf,0,0
23,12283,1,Bf,0,0
57,12283,1,Bf,0,0
126,12284,1,Bf,1,0
153,12285,1,Bf,1,0
6,12286,1,Bf,0,0
93,12287,1,Bf,1,0
91,12288,1,Bf,0,0
45,12289,1,Bf,0,0
45,12290,1,Bf,0,0
181,12291,1,Bf,1,0
6,12292,1,Bf,0,0
180,12293,1,Bf,1,0
91,12294,1,Bf,0,0
169,12295,1,Bf,1,0
126,12296,1,Bf,1,0
45,12297,1,Bf,0,0
10,12298,1,Bf,0,0
13,12298,1,Bf,0,0
41,12298,1,Bf,0,0
32,12299,1,Bf,0,0
87,12300,1,Bf,0,0
32,12301,1,Bf,0,0
153,12302,1,Bf,1,0
180,12303,1,Bf,1,0
42,12304,1,Bf,0,0
93,12305,1,Bf,1,0
140,12306,1,Bf,1,0
