news_no,user_no_x,news_spred_no,source,fake_news,followers_no,total_news_spread_no,news_weight
87,12031,1,Bf,0,0,754,7
140,12032,1,Bf,1,0,1020,10
136,12033,1,Bf,1,0,84,0
110,12034,1,Bf,1,0,112,1
142,12034,1,Bf,1,0,246,2
140,12035,1,Bf,1,0,1020,10
122,12036,1,Bf,1,0,167,1
126,12036,1,Bf,1,0,390,3
180,12036,1,Bf,1,0,1060,10
46,12037,1,Bf,0,0,285,2
45,12038,1,Bf,0,0,1197,11
45,12039,1,Bf,0,0,1197,11
138,12040,2,Bf,1,0,338,3
140,12041,1,Bf,1,0,1020,10
160,12041,1,Bf,1,0,60,0
32,12042,1,Bf,0,0,1134,11
45,12043,1,Bf,0,0,1197,11
64,12044,1,Bf,0,0,333,3
64,12045,1,Bf,0,0,333,3
73,12045,1,Bf,0,0,216,2
93,12046,1,Bf,1,0,708,7
95,12046,1,Bf,1,0,439,4
109,12046,1,Bf,1,0,192,1
120,12046,2,Bf,1,0,46,0
122,12046,1,Bf,1,0,167,1
125,12046,1,Bf,1,0,200,2
138,12046,1,Bf,1,0,338,3
140,12046,1,Bf,1,0,1020,10
142,12046,1,Bf,1,0,246,2
144,12046,2,Bf,1,0,46,0
162,12046,1,Bf,1,0,99,0
180,12046,1,Bf,1,0,1060,10
181,12046,1,Bf,1,0,382,3
87,12047,1,Bf,0,0,754,7
140,12048,1,Bf,1,0,1020,10
42,12049,1,Bf,0,0,570,5
72,12049,1,Bf,0,0,673,6
153,12050,1,Bf,1,0,935,9
98,12051,1,Bf,1,0,142,1
106,12051,1,Bf,1,0,142,1
181,12051,1,Bf,1,0,382,3
21,12052,1,Bf,0,0,84,0
155,12053,1,Bf,1,0,61,0
113,12054,1,Bf,1,0,128,1
148,12054,1,Bf,1,0,116,1
91,12055,1,Bf,0,0,589,5
32,12056,1,Bf,0,0,1134,11
18,12057,1,Bf,0,0,142,1
45,12058,1,Bf,0,0,1197,11
42,12059,1,Bf,0,0,570,5
150,12059,1,Bf,1,0,322,3
32,12060,1,Bf,0,0,1134,11
140,12061,1,Bf,1,0,1020,10
168,12061,1,Bf,1,0,678,6
45,12062,1,Bf,0,0,1197,11
142,12063,1,Bf,1,0,246,2
140,12064,1,Bf,1,0,1020,10
140,12065,1,Bf,1,0,1020,10
15,12066,1,Bf,0,0,72,0
23,12066,1,Bf,0,0,274,2
45,12066,1,Bf,0,0,1197,11
80,12067,1,Bf,0,0,235,2
32,12068,1,Bf,0,0,1134,11
151,12069,1,Bf,1,0,156,1
45,12070,1,Bf,0,0,1197,11
95,12071,1,Bf,1,0,439,4
153,12072,1,Bf,1,0,935,9
42,12073,1,Bf,0,0,570,5
93,12074,1,Bf,1,0,708,7
140,12075,1,Bf,1,0,1020,10
180,12076,1,Bf,1,0,1060,10
46,12077,1,Bf,0,0,285,2
180,12078,1,Bf,1,0,1060,10
46,12079,1,Bf,0,0,285,2
153,12080,1,Bf,1,0,935,9
8,12081,1,Bf,0,0,17,0
45,12081,1,Bf,0,0,1197,11
96,12081,1,Bf,1,0,45,0
100,12081,1,Bf,1,0,129,1
154,12082,1,Bf,1,0,128,1
153,12083,1,Bf,1,0,935,9
140,12084,8,Bf,1,0,1020,10
96,12085,1,Bf,1,0,45,0
100,12085,1,Bf,1,0,129,1
108,12085,2,Bf,1,0,14,0
87,12086,1,Bf,0,0,754,7
56,12087,1,Bf,0,0,278,2
93,12088,1,Bf,1,0,708,7
56,12089,1,Bf,0,0,278,2
72,12090,1,Bf,0,0,673,6
45,12091,1,Bf,0,0,1197,11
46,12092,1,Bf,0,0,285,2
56,12093,1,Bf,0,0,278,2
45,12094,1,Bf,0,0,1197,11
140,12095,2,Bf,1,0,1020,10
180,12095,2,Bf,1,0,1060,10
153,12096,1,Bf,1,0,935,9
32,12097,1,Bf,0,0,1134,11
171,12098,1,Bf,1,0,511,5
71,12099,1,Bf,0,0,61,0
32,12100,1,Bf,0,0,1134,11
64,12101,1,Bf,0,0,333,3
84,12102,1,Bf,0,0,32,0
87,12102,1,Bf,0,0,754,7
150,12102,1,Bf,1,0,322,3
115,12103,1,Bf,1,0,217,2
46,12104,1,Bf,0,0,285,2
140,12105,1,Bf,1,0,1020,10
95,12106,1,Bf,1,0,439,4
169,12106,2,Bf,1,0,205,2
171,12106,1,Bf,1,0,511,5
42,12107,1,Bf,0,0,570,5
77,12107,1,Bf,0,0,93,0
45,12108,2,Bf,0,0,1197,11
93,12109,2,Bf,1,0,708,7
115,12109,2,Bf,1,0,217,2
121,12109,1,Bf,1,0,78,0
140,12109,1,Bf,1,0,1020,10
169,12109,1,Bf,1,0,205,2
171,12109,3,Bf,1,0,511,5
113,12110,1,Bf,1,0,128,1
125,12110,1,Bf,1,0,200,2
9,12111,1,Bf,0,0,83,0
140,12111,1,Bf,1,0,1020,10
109,12112,1,Bf,1,0,192,1
138,12112,1,Bf,1,0,338,3
7,12113,1,Bf,0,0,82,0
150,12114,1,Bf,1,0,322,3
15,12115,1,Bf,0,0,72,0
127,12116,1,Bf,1,0,366,3
109,12117,1,Bf,1,0,192,1
93,12118,1,Bf,1,0,708,7
180,12118,1,Bf,1,0,1060,10
6,12119,1,Bf,0,0,477,4
23,12120,1,Bf,0,0,274,2
56,12121,1,Bf,0,0,278,2
87,12122,1,Bf,0,0,754,7
16,12123,1,Bf,0,0,145,1
168,12124,1,Bf,1,0,678,6
98,12125,1,Bf,1,0,142,1
106,12125,1,Bf,1,0,142,1
38,12126,1,Bf,0,0,32,0
110,12127,1,Bf,1,0,112,1
82,12128,1,Bf,0,0,105,1
84,12129,1,Bf,0,0,32,0
7,12130,2,Bf,0,0,82,0
9,12130,1,Bf,0,0,83,0
10,12130,1,Bf,0,0,232,2
29,12130,2,Bf,0,0,44,0
80,12130,1,Bf,0,0,235,2
91,12130,1,Bf,0,0,589,5
32,12131,1,Bf,0,0,1134,11
56,12132,1,Bf,0,0,278,2
138,12133,1,Bf,1,0,338,3
126,12134,1,Bf,1,0,390,3
180,12134,1,Bf,1,0,1060,10
140,12135,1,Bf,1,0,1020,10
98,12136,1,Bf,1,0,142,1
106,12136,1,Bf,1,0,142,1
6,12137,1,Bf,0,0,477,4
6,12138,1,Bf,0,0,477,4
45,12139,2,Bf,0,0,1197,11
127,12140,1,Bf,1,0,366,3
45,12141,1,Bf,0,0,1197,11
45,12142,1,Bf,0,0,1197,11
82,12143,1,Bf,0,0,105,1
153,12144,1,Bf,1,0,935,9
168,12145,1,Bf,1,0,678,6
135,12146,1,Bf,1,0,49,0
23,12147,1,Bf,0,0,274,2
45,12147,1,Bf,0,0,1197,11
57,12147,1,Bf,0,0,224,2
64,12147,1,Bf,0,0,333,3
66,12147,1,Bf,0,0,212,2
73,12147,1,Bf,0,0,216,2
127,12148,1,Bf,1,0,366,3
153,12149,1,Bf,1,0,935,9
180,12150,1,Bf,1,0,1060,10
32,12151,1,Bf,0,0,1134,11
153,12152,1,Bf,1,0,935,9
124,12153,2,Bf,1,0,228,2
87,12154,1,Bf,0,0,754,7
180,12155,1,Bf,1,0,1060,10
154,12156,1,Bf,1,0,128,1
80,12157,1,Bf,0,0,235,2
124,12158,1,Bf,1,0,228,2
64,12159,1,Bf,0,0,333,3
150,12160,1,Bf,1,0,322,3
153,12160,1,Bf,1,0,935,9
68,12161,1,Bf,0,0,70,0
105,12161,2,Bf,1,0,111,1
136,12162,1,Bf,1,0,84,0
140,12162,1,Bf,1,0,1020,10
9,12163,1,Bf,0,0,83,0
42,12163,3,Bf,0,0,570,5
72,12163,1,Bf,0,0,673,6
84,12163,1,Bf,0,0,32,0
153,12164,1,Bf,1,0,935,9
45,12165,1,Bf,0,0,1197,11
31,12166,1,Bf,0,0,53,0
89,12166,1,Bf,0,0,265,2
98,12167,1,Bf,1,0,142,1
100,12167,1,Bf,1,0,129,1
106,12167,1,Bf,1,0,142,1
6,12168,1,Bf,0,0,477,4
127,12169,1,Bf,1,0,366,3
109,12170,1,Bf,1,0,192,1
119,12170,1,Bf,1,0,14,0
153,12171,1,Bf,1,0,935,9
150,12172,1,Bf,1,0,322,3
127,12173,1,Bf,1,0,366,3
168,12174,1,Bf,1,0,678,6
168,12175,1,Bf,1,0,678,6
143,12176,1,Bf,1,0,73,0
140,12177,1,Bf,1,0,1020,10
32,12178,1,Bf,0,0,1134,11
180,12179,1,Bf,1,0,1060,10
87,12180,1,Bf,0,0,754,7
180,12181,2,Bf,1,0,1060,10
171,12182,1,Bf,1,0,511,5
16,12183,1,Bf,0,0,145,1
72,12184,1,Bf,0,0,673,6
181,12185,1,Bf,1,0,382,3
95,12186,1,Bf,1,0,439,4
136,12186,1,Bf,1,0,84,0
157,12187,1,Bf,1,0,39,0
173,12188,1,Bf,1,0,46,0
115,12189,1,Bf,1,0,217,2
147,12189,1,Bf,1,0,45,0
171,12189,1,Bf,1,0,511,5
140,12190,1,Bf,1,0,1020,10
32,12191,1,Bf,0,0,1134,11
42,12192,1,Bf,0,0,570,5
93,12193,1,Bf,1,0,708,7
124,12194,1,Bf,1,0,228,2
32,12195,1,Bf,0,0,1134,11
32,12196,1,Bf,0,0,1134,11
6,12197,1,Bf,0,0,477,4
91,12198,1,Bf,0,0,589,5
140,12199,1,Bf,1,0,1020,10
6,12200,1,Bf,0,0,477,4
23,12200,1,Bf,0,0,274,2
42,12200,1,Bf,0,0,570,5
133,12201,1,Bf,1,0,8,0
6,12202,1,Bf,0,0,477,4
46,12202,1,Bf,0,0,285,2
64,12203,1,Bf,0,0,333,3
10,12204,1,Bf,0,0,232,2
21,12204,1,Bf,0,0,84,0
80,12205,2,Bf,0,0,235,2
100,12206,1,Bf,1,0,129,1
89,12207,1,Bf,0,0,265,2
95,12207,1,Bf,1,0,439,4
122,12207,1,Bf,1,0,167,1
140,12207,1,Bf,1,0,1020,10
171,12207,1,Bf,1,0,511,5
125,12208,1,Bf,1,0,200,2
56,12209,1,Bf,0,0,278,2
93,12210,1,Bf,1,0,708,7
140,12210,1,Bf,1,0,1020,10
141,12210,1,Bf,1,0,118,1
93,12211,1,Bf,1,0,708,7
46,12212,1,Bf,0,0,285,2
32,12213,1,Bf,0,0,1134,11
98,12213,1,Bf,1,0,142,1
106,12213,1,Bf,1,0,142,1
136,12213,1,Bf,1,0,84,0
140,12213,1,Bf,1,0,1020,10
45,12214,1,Bf,0,0,1197,11
32,12215,1,Bf,0,0,1134,11
23,12216,1,Bf,0,0,274,2
45,12216,1,Bf,0,0,1197,11
64,12216,1,Bf,0,0,333,3
64,12217,1,Bf,0,0,333,3
162,12218,1,Bf,1,0,99,0
89,12219,1,Bf,0,0,265,2
162,12220,1,Bf,1,0,99,0
153,12221,1,Bf,1,0,935,9
154,12222,1,Bf,1,0,128,1
121,12223,1,Bf,1,0,78,0
152,12224,1,Bf,1,0,36,0
153,12224,1,Bf,1,0,935,9
180,12225,2,Bf,1,0,1060,10
45,12226,1,Bf,0,0,1197,11
6,12227,1,Bf,0,0,477,4
124,12228,1,Bf,1,0,228,2
10,12229,1,Bf,0,0,232,2
58,12230,1,Bf,0,0,63,0
150,12231,1,Bf,1,0,322,3
126,12232,1,Bf,1,0,390,3
181,12233,1,Bf,1,0,382,3
181,12234,1,Bf,1,0,382,3
91,12235,1,Bf,0,0,589,5
42,12236,1,Bf,0,0,570,5
64,12237,1,Bf,0,0,333,3
109,12238,1,Bf,1,0,192,1
125,12239,1,Bf,1,0,200,2
95,12240,1,Bf,1,0,439,4
126,12240,1,Bf,1,0,390,3
57,12241,1,Bf,0,0,224,2
140,12242,1,Bf,1,0,1020,10
87,12243,1,Bf,0,0,754,7
16,12244,1,Bf,0,0,145,1
72,12245,1,Bf,0,0,673,6
86,12246,1,Bf,0,0,68,0
162,12247,1,Bf,1,0,99,0
153,12248,1,Bf,1,0,935,9
181,12249,1,Bf,1,0,382,3
64,12250,1,Bf,0,0,333,3
72,12251,1,Bf,0,0,673,6
180,12252,1,Bf,1,0,1060,10
32,12253,1,Bf,0,0,1134,11
127,12254,1,Bf,1,0,366,3
154,12255,1,Bf,1,0,128,1
150,12256,1,Bf,1,0,322,3
141,12257,1,Bf,1,0,118,1
98,12258,1,Bf,1,0,142,1
106,12258,1,Bf,1,0,142,1
140,12258,1,Bf,1,0,1020,10
46,12259,1,Bf,0,0,285,2
140,12260,1,Bf,1,0,1020,10
160,12261,1,Bf,1,0,60,0
171,12262,1,Bf,1,0,511,5
56,12263,1,Bf,0,0,278,2
142,12264,3,Bf,1,0,246,2
45,12265,1,Bf,0,0,1197,11
168,12266,1,Bf,1,0,678,6
122,12267,1,Bf,1,0,167,1
138,12267,1,Bf,1,0,338,3
168,12267,2,Bf,1,0,678,6
169,12267,1,Bf,1,0,205,2
181,12267,1,Bf,1,0,382,3
6,12268,1,Bf,0,0,477,4
42,12269,1,Bf,0,0,570,5
127,12270,1,Bf,1,0,366,3
153,12271,10,Bf,1,0,935,9
76,12272,1,Bf,0,0,20,0
126,12273,1,Bf,1,0,390,3
16,12274,1,Bf,0,0,145,1
80,12275,1,Bf,0,0,235,2
153,12276,1,Bf,1,0,935,9
10,12277,3,Bf,0,0,232,2
15,12277,1,Bf,0,0,72,0
23,12277,1,Bf,0,0,274,2
41,12277,1,Bf,0,0,105,1
42,12277,1,Bf,0,0,570,5
45,12277,1,Bf,0,0,1197,11
72,12277,2,Bf,0,0,673,6
81,12277,1,Bf,0,0,47,0
87,12277,1,Bf,0,0,754,7
180,12277,1,Bf,1,0,1060,10
80,12278,1,Bf,0,0,235,2
32,12279,1,Bf,0,0,1134,11
91,12280,1,Bf,0,0,589,5
64,12281,1,Bf,0,0,333,3
93,12282,1,Bf,1,0,708,7
6,12283,1,Bf,0,0,477,4
7,12283,1,Bf,0,0,82,0
23,12283,1,Bf,0,0,274,2
57,12283,1,Bf,0,0,224,2
126,12284,1,Bf,1,0,390,3
153,12285,1,Bf,1,0,935,9
6,12286,1,Bf,0,0,477,4
93,12287,1,Bf,1,0,708,7
91,12288,1,Bf,0,0,589,5
45,12289,1,Bf,0,0,1197,11
45,12290,1,Bf,0,0,1197,11
181,12291,1,Bf,1,0,382,3
6,12292,1,Bf,0,0,477,4
180,12293,1,Bf,1,0,1060,10
91,12294,1,Bf,0,0,589,5
169,12295,1,Bf,1,0,205,2
126,12296,1,Bf,1,0,390,3
45,12297,1,Bf,0,0,1197,11
10,12298,1,Bf,0,0,232,2
13,12298,1,Bf,0,0,260,2
41,12298,1,Bf,0,0,105,1
32,12299,1,Bf,0,0,1134,11
87,12300,1,Bf,0,0,754,7
32,12301,1,Bf,0,0,1134,11
153,12302,1,Bf,1,0,935,9
180,12303,1,Bf,1,0,1060,10
42,12304,1,Bf,0,0,570,5
93,12305,1,Bf,1,0,708,7
140,12306,1,Bf,1,0,1020,10
98,12307,1,Bf,1,0,142,1
106,12307,1,Bf,1,0,142,1
168,12307,1,Bf,1,0,678,6
141,12308,1,Bf,1,0,118,1
93,12309,1,Bf,1,0,708,7
142,12310,1,Bf,1,0,246,2
96,12311,1,Bf,1,0,45,0
181,12312,1,Bf,1,0,382,3
6,12313,1,Bf,0,0,477,4
72,12314,1,Bf,0,0,673,6
17,12315,1,Bf,0,0,155,1
100,12316,1,Bf,1,0,129,1
180,12316,2,Bf,1,0,1060,10
10,12317,1,Bf,0,0,232,2
16,12317,1,Bf,0,0,145,1
72,12317,1,Bf,0,0,673,6
42,12318,1,Bf,0,0,570,5
32,12319,1,Bf,0,0,1134,11
91,12320,1,Bf,0,0,589,5
93,12321,1,Bf,1,0,708,7
154,12322,1,Bf,1,0,128,1
45,12323,1,Bf,0,0,1197,11
56,12324,1,Bf,0,0,278,2
23,12325,1,Bf,0,0,274,2
57,12325,1,Bf,0,0,224,2
64,12325,1,Bf,0,0,333,3
66,12325,1,Bf,0,0,212,2
83,12325,1,Bf,0,0,52,0
91,12325,1,Bf,0,0,589,5
113,12326,1,Bf,1,0,128,1
140,12326,1,Bf,1,0,1020,10
140,12327,1,Bf,1,0,1020,10
120,12328,1,Bf,1,0,46,0
144,12328,1,Bf,1,0,46,0
127,12329,1,Bf,1,0,366,3
6,12330,2,Bf,0,0,477,4
87,12331,1,Bf,0,0,754,7
91,12332,1,Bf,0,0,589,5
87,12333,2,Bf,0,0,754,7
6,12334,1,Bf,0,0,477,4
13,12335,1,Bf,0,0,260,2
23,12335,1,Bf,0,0,274,2
45,12335,1,Bf,0,0,1197,11
64,12335,1,Bf,0,0,333,3
180,12336,1,Bf,1,0,1060,10
168,12337,1,Bf,1,0,678,6
180,12337,1,Bf,1,0,1060,10
149,12338,1,Bf,1,0,18,0
6,12339,1,Bf,0,0,477,4
93,12340,1,Bf,1,0,708,7
86,12341,1,Bf,0,0,68,0
112,12342,1,Bf,1,0,89,0
13,12343,1,Bf,0,0,260,2
180,12344,1,Bf,1,0,1060,10
89,12345,1,Bf,0,0,265,2
68,12346,1,Bf,0,0,70,0
45,12347,1,Bf,0,0,1197,11
46,12348,1,Bf,0,0,285,2
127,12349,1,Bf,1,0,366,3
74,12350,1,Bf,0,0,7,0
76,12350,1,Bf,0,0,20,0
114,12350,1,Bf,1,0,20,0
135,12350,1,Bf,1,0,49,0
157,12350,1,Bf,1,0,39,0
100,12351,1,Bf,1,0,129,1
180,12351,1,Bf,1,0,1060,10
115,12352,1,Bf,1,0,217,2
140,12353,1,Bf,1,0,1020,10
98,12354,1,Bf,1,0,142,1
106,12354,1,Bf,1,0,142,1
56,12355,1,Bf,0,0,278,2
180,12356,1,Bf,1,0,1060,10
22,12357,1,Bf,0,0,29,0
23,12357,1,Bf,0,0,274,2
57,12357,1,Bf,0,0,224,2
127,12358,1,Bf,1,0,366,3
115,12359,1,Bf,1,0,217,2
109,12360,1,Bf,1,0,192,1
181,12360,1,Bf,1,0,382,3
46,12361,1,Bf,0,0,285,2
104,12362,1,Bf,1,0,42,0
126,12362,1,Bf,1,0,390,3
130,12362,1,Bf,1,0,42,0
142,12362,1,Bf,1,0,246,2
168,12362,1,Bf,1,0,678,6
171,12362,1,Bf,1,0,511,5
32,12363,1,Bf,0,0,1134,11
180,12363,1,Bf,1,0,1060,10
56,12364,1,Bf,0,0,278,2
113,12365,1,Bf,1,0,128,1
45,12366,1,Bf,0,0,1197,11
140,12367,1,Bf,1,0,1020,10
127,12368,1,Bf,1,0,366,3
100,12369,1,Bf,1,0,129,1
168,12369,1,Bf,1,0,678,6
154,12370,1,Bf,1,0,128,1
32,12371,1,Bf,0,0,1134,11
82,12372,1,Bf,0,0,105,1
127,12373,1,Bf,1,0,366,3
46,12374,1,Bf,0,0,285,2
91,12374,1,Bf,0,0,589,5
127,12375,1,Bf,1,0,366,3
140,12376,1,Bf,1,0,1020,10
153,12377,1,Bf,1,0,935,9
127,12378,1,Bf,1,0,366,3
138,12379,1,Bf,1,0,338,3
6,12380,1,Bf,0,0,477,4
18,12380,1,Bf,0,0,142,1
20,12380,1,Bf,0,0,19,0
27,12380,1,Bf,0,0,21,0
29,12380,1,Bf,0,0,44,0
32,12380,1,Bf,0,0,1134,11
42,12380,1,Bf,0,0,570,5
46,12380,1,Bf,0,0,285,2
55,12380,1,Bf,0,0,41,0
62,12380,1,Bf,0,0,19,0
65,12380,1,Bf,0,0,19,0
68,12380,1,Bf,0,0,70,0
69,12380,1,Bf,0,0,9,0
70,12380,1,Bf,0,0,20,0
72,12380,1,Bf,0,0,673,6
81,12380,1,Bf,0,0,47,0
83,12380,1,Bf,0,0,52,0
87,12380,1,Bf,0,0,754,7
32,12381,5,Bf,0,0,1134,11
109,12382,1,Bf,1,0,192,1
127,12383,1,Bf,1,0,366,3
105,12384,1,Bf,1,0,111,1
168,12384,1,Bf,1,0,678,6
173,12384,1,Bf,1,0,46,0
180,12384,1,Bf,1,0,1060,10
95,12385,1,Bf,1,0,439,4
72,12386,1,Bf,0,0,673,6
93,12387,1,Bf,1,0,708,7
115,12388,1,Bf,1,0,217,2
23,12389,1,Bf,0,0,274,2
153,12390,1,Bf,1,0,935,9
33,12391,1,Bf,0,0,12,0
91,12392,1,Bf,0,0,589,5
45,12393,4,Bf,0,0,1197,11
104,12394,1,Bf,1,0,42,0
130,12394,1,Bf,1,0,42,0
147,12394,1,Bf,1,0,45,0
23,12395,1,Bf,0,0,274,2
23,12396,1,Bf,0,0,274,2
45,12396,1,Bf,0,0,1197,11
64,12396,1,Bf,0,0,333,3
42,12397,1,Bf,0,0,570,5
87,12398,2,Bf,0,0,754,7
93,12399,1,Bf,1,0,708,7
120,12400,1,Bf,1,0,46,0
144,12400,1,Bf,1,0,46,0
138,12401,1,Bf,1,0,338,3
162,12401,1,Bf,1,0,99,0
171,12402,1,Bf,1,0,511,5
93,12403,1,Bf,1,0,708,7
140,12403,2,Bf,1,0,1020,10
168,12403,1,Bf,1,0,678,6
180,12403,2,Bf,1,0,1060,10
113,12404,2,Bf,1,0,128,1
127,12405,1,Bf,1,0,366,3
93,12406,1,Bf,1,0,708,7
180,12406,1,Bf,1,0,1060,10
93,12407,2,Bf,1,0,708,7
138,12407,1,Bf,1,0,338,3
45,12408,1,Bf,0,0,1197,11
45,12409,1,Bf,0,0,1197,11
72,12410,1,Bf,0,0,673,6
157,12410,1,Bf,1,0,39,0
46,12411,1,Bf,0,0,285,2
162,12412,1,Bf,1,0,99,0
168,12413,1,Bf,1,0,678,6
154,12414,1,Bf,1,0,128,1
32,12415,1,Bf,0,0,1134,11
122,12416,1,Bf,1,0,167,1
59,12417,1,Bf,0,0,15,0
32,12418,1,Bf,0,0,1134,11
32,12419,1,Bf,0,0,1134,11
87,12420,1,Bf,0,0,754,7
42,12421,1,Bf,0,0,570,5
153,12422,1,Bf,1,0,935,9
32,12423,1,Bf,0,0,1134,11
104,12423,1,Bf,1,0,42,0
130,12423,1,Bf,1,0,42,0
174,12423,1,Bf,1,0,22,0
180,12423,1,Bf,1,0,1060,10
32,12424,1,Bf,0,0,1134,11
112,12424,1,Bf,1,0,89,0
6,12425,1,Bf,0,0,477,4
179,12426,1,Bf,1,0,26,0
140,12427,1,Bf,1,0,1020,10
43,12428,1,Bf,0,0,34,0
168,12428,1,Bf,1,0,678,6
104,12429,1,Bf,1,0,42,0
130,12429,1,Bf,1,0,42,0
31,12430,1,Bf,0,0,53,0
52,12431,1,Bf,0,0,33,0
87,12432,1,Bf,0,0,754,7
6,12433,1,Bf,0,0,477,4
45,12434,1,Bf,0,0,1197,11
70,12434,1,Bf,0,0,20,0
93,12435,1,Bf,1,0,708,7
72,12436,1,Bf,0,0,673,6
127,12437,1,Bf,1,0,366,3
72,12438,1,Bf,0,0,673,6
140,12438,1,Bf,1,0,1020,10
34,12439,1,Bf,0,0,84,0
18,12440,1,Bf,0,0,142,1
42,12440,1,Bf,0,0,570,5
55,12440,1,Bf,0,0,41,0
81,12440,1,Bf,0,0,47,0
87,12440,1,Bf,0,0,754,7
6,12441,1,Bf,0,0,477,4
89,12442,1,Bf,0,0,265,2
91,12442,1,Bf,0,0,589,5
98,12443,1,Bf,1,0,142,1
106,12443,1,Bf,1,0,142,1
124,12444,1,Bf,1,0,228,2
32,12445,2,Bf,0,0,1134,11
89,12445,1,Bf,0,0,265,2
100,12445,1,Bf,1,0,129,1
136,12445,1,Bf,1,0,84,0
142,12445,1,Bf,1,0,246,2
32,12446,1,Bf,0,0,1134,11
50,12447,2,Bf,0,0,67,0
66,12447,2,Bf,0,0,212,2
89,12448,1,Bf,0,0,265,2
45,12449,1,Bf,0,0,1197,11
22,12450,1,Bf,0,0,29,0
149,12450,1,Bf,1,0,18,0
150,12450,1,Bf,1,0,322,3
151,12450,1,Bf,1,0,156,1
153,12450,1,Bf,1,0,935,9
154,12450,1,Bf,1,0,128,1
155,12450,1,Bf,1,0,61,0
32,12451,1,Bf,0,0,1134,11
112,12451,1,Bf,1,0,89,0
180,12451,1,Bf,1,0,1060,10
150,12452,1,Bf,1,0,322,3
11,12453,1,Bf,0,0,11,0
26,12453,1,Bf,0,0,10,0
158,12453,1,Bf,1,0,11,0
159,12453,1,Bf,1,0,13,0
160,12453,1,Bf,1,0,60,0
161,12453,1,Bf,1,0,12,0
164,12453,1,Bf,1,0,11,0
166,12453,1,Bf,1,0,11,0
170,12453,1,Bf,1,0,9,0
172,12453,1,Bf,1,0,26,0
174,12453,1,Bf,1,0,22,0
175,12453,1,Bf,1,0,41,0
177,12453,1,Bf,1,0,22,0
178,12453,1,Bf,1,0,9,0
179,12453,1,Bf,1,0,26,0
182,12453,1,Bf,1,0,18,0
153,12454,2,Bf,1,0,935,9
109,12455,1,Bf,1,0,192,1
45,12456,1,Bf,0,0,1197,11
91,12457,1,Bf,0,0,589,5
95,12458,1,Bf,1,0,439,4
32,12459,1,Bf,0,0,1134,11
153,12460,1,Bf,1,0,935,9
44,12461,1,Bf,0,0,99,0
45,12462,1,Bf,0,0,1197,11
57,12462,1,Bf,0,0,224,2
64,12462,1,Bf,0,0,333,3
66,12462,1,Bf,0,0,212,2
73,12462,1,Bf,0,0,216,2
64,12463,1,Bf,0,0,333,3
56,12464,1,Bf,0,0,278,2
6,12465,1,Bf,0,0,477,4
45,12465,1,Bf,0,0,1197,11
45,12466,1,Bf,0,0,1197,11
115,12467,1,Bf,1,0,217,2
138,12468,1,Bf,1,0,338,3
151,12469,1,Bf,1,0,156,1
153,12470,1,Bf,1,0,935,9
87,12471,1,Bf,0,0,754,7
83,12472,1,Bf,0,0,52,0
37,12473,1,Bf,0,0,18,0
150,12473,1,Bf,1,0,322,3
151,12473,1,Bf,1,0,156,1
46,12474,1,Bf,0,0,285,2
140,12475,1,Bf,1,0,1020,10
180,12475,1,Bf,1,0,1060,10
32,12476,1,Bf,0,0,1134,11
105,12477,1,Bf,1,0,111,1
122,12477,1,Bf,1,0,167,1
140,12477,1,Bf,1,0,1020,10
148,12477,1,Bf,1,0,116,1
142,12478,6,Bf,1,0,246,2
173,12479,1,Bf,1,0,46,0
150,12480,1,Bf,1,0,322,3
153,12481,1,Bf,1,0,935,9
87,12482,1,Bf,0,0,754,7
45,12483,1,Bf,0,0,1197,11
171,12484,3,Bf,1,0,511,5
87,12485,1,Bf,0,0,754,7
180,12486,1,Bf,1,0,1060,10
32,12487,1,Bf,0,0,1134,11
42,12488,1,Bf,0,0,570,5
6,12489,1,Bf,0,0,477,4
42,12490,1,Bf,0,0,570,5
91,12491,1,Bf,0,0,589,5
13,12492,1,Bf,0,0,260,2
150,12493,1,Bf,1,0,322,3
180,12494,1,Bf,1,0,1060,10
124,12495,1,Bf,1,0,228,2
42,12496,1,Bf,0,0,570,5
32,12497,4,Bf,0,0,1134,11
16,12498,1,Bf,0,0,145,1
1,12499,1,Bf,0,0,13,0
8,12499,2,Bf,0,0,17,0
28,12499,2,Bf,0,0,13,0
47,12499,1,Bf,0,0,2,0
61,12499,1,Bf,0,0,9,0
94,12499,1,Bf,1,0,8,0
95,12499,2,Bf,1,0,439,4
96,12499,1,Bf,1,0,45,0
98,12499,4,Bf,1,0,142,1
99,12499,1,Bf,1,0,20,0
100,12499,1,Bf,1,0,129,1
102,12499,1,Bf,1,0,20,0
105,12499,1,Bf,1,0,111,1
106,12499,4,Bf,1,0,142,1
108,12499,1,Bf,1,0,14,0
109,12499,1,Bf,1,0,192,1
111,12499,1,Bf,1,0,20,0
112,12499,1,Bf,1,0,89,0
89,12500,1,Bf,0,0,265,2
82,12501,1,Bf,0,0,105,1
171,12502,1,Bf,1,0,511,5
87,12503,1,Bf,0,0,754,7
32,12504,1,Bf,0,0,1134,11
32,12505,1,Bf,0,0,1134,11
32,12506,1,Bf,0,0,1134,11
122,12506,1,Bf,1,0,167,1
10,12507,1,Bf,0,0,232,2
21,12507,1,Bf,0,0,84,0
41,12507,1,Bf,0,0,105,1
42,12507,1,Bf,0,0,570,5
56,12508,1,Bf,0,0,278,2
