news_no,user_no,user_spread_news_no_times,user_number_of_followers,following_accounts_number,fake_news,news_total_spread_no,user_total_fake_news_spread,user_total_news_spread,user_total_real_news_spread,user_total_probability_sharing_fake_news,user_total_probability_sharing_real_news
42,11907,1,8,4,0,735,0,1,1,0.0,1.0
153,11908,1,9,0,1,957,1,1,0,1.0,0.0
87,11909,1,3,0,0,823,0,1,1,0.0,1.0
171,11910,1,99,75,1,648,1,1,0,1.0,0.0
91,11911,1,14,3,0,627,0,1,1,0.0,1.0
153,11912,1,50,0,1,957,1,1,0,1.0,0.0
153,11913,1,184,109,1,957,1,1,0,1.0,0.0
5,11914,2,9,1,0,100,0,2,2,0.0,1.0
153,11915,1,30,0,1,957,1,1,0,1.0,0.0
45,11916,1,23,2,0,1396,0,1,1,0.0,1.0
115,11917,1,79,76,1,243,1,1,0,1.0,0.0
136,11918,1,1,1,1,91,3,3,0,1.0,0.0
141,11918,1,1,1,1,128,3,3,0,1.0,0.0
148,11918,1,1,1,1,127,3,3,0,1.0,0.0
125,11919,1,241,173,1,212,1,1,0,1.0,0.0
180,11920,1,3,0,1,1214,1,1,0,1.0,0.0
140,11921,1,116,113,1,1193,1,1,0,1.0,0.0
153,11922,1,92,73,1,957,1,1,0,1.0,0.0
180,11923,1,16,0,1,1214,1,1,0,1.0,0.0
46,11924,1,21,9,0,315,0,2,2,0.0,1.0
72,11924,1,21,9,0,734,0,2,2,0.0,1.0
126,11925,1,3,1,1,440,1,1,0,1.0,0.0
56,11926,1,1,1,0,306,0,1,1,0.0,1.0
160,11927,1,114,81,1,62,1,1,0,1.0,0.0
72,11928,1,1,0,0,734,0,1,1,0.0,1.0
6,11929,1,17,124,0,521,0,27,27,0.0,1.0
10,11929,2,17,124,0,262,0,27,27,0.0,1.0
18,11929,1,17,124,0,148,0,27,27,0.0,1.0
19,11929,1,17,124,0,41,0,27,27,0.0,1.0
21,11929,1,17,124,0,94,0,27,27,0.0,1.0
23,11929,1,17,124,0,284,0,27,27,0.0,1.0
29,11929,1,17,124,0,46,0,27,27,0.0,1.0
30,11929,1,17,124,0,44,0,27,27,0.0,1.0
31,11929,1,17,124,0,59,0,27,27,0.0,1.0
41,11929,1,17,124,0,119,0,27,27,0.0,1.0
42,11929,2,17,124,0,735,0,27,27,0.0,1.0
46,11929,1,17,124,0,315,0,27,27,0.0,1.0
55,11929,1,17,124,0,50,0,27,27,0.0,1.0
64,11929,1,17,124,0,356,0,27,27,0.0,1.0
65,11929,1,17,124,0,19,0,27,27,0.0,1.0
68,11929,1,17,124,0,80,0,27,27,0.0,1.0
70,11929,1,17,124,0,21,0,27,27,0.0,1.0
72,11929,2,17,124,0,734,0,27,27,0.0,1.0
73,11929,1,17,124,0,234,0,27,27,0.0,1.0
77,11929,1,17,124,0,98,0,27,27,0.0,1.0
78,11929,1,17,124,0,90,0,27,27,0.0,1.0
81,11929,1,17,124,0,52,0,27,27,0.0,1.0
87,11929,1,17,124,0,823,0,27,27,0.0,1.0
91,11929,1,17,124,0,627,0,27,27,0.0,1.0
6,11930,1,42,11,0,521,0,1,1,0.0,1.0
148,11931,1,91,89,1,127,1,1,0,1.0,0.0
80,11932,1,7,3,0,253,0,1,1,0.0,1.0
153,11933,1,3,0,1,957,1,1,0,1.0,0.0
109,11934,1,153,124,1,205,1,1,0,1.0,0.0
45,11935,1,2,0,0,1396,0,1,1,0.0,1.0
89,11936,1,1,0,0,289,0,1,1,0.0,1.0
45,11937,2,33,6,0,1396,0,2,2,0.0,1.0
153,11938,1,33,22,1,957,1,1,0,1.0,0.0
171,11939,2,24,12,1,648,2,2,0,1.0,0.0
72,11940,1,130,125,0,734,0,1,1,0.0,1.0
113,11941,1,3,29,1,136,1,1,0,1.0,0.0
93,11942,5,41,6,1,840,5,5,0,1.0,0.0
45,11943,1,10,4,0,1396,0,1,1,0.0,1.0
80,11944,1,5,1,0,253,0,1,1,0.0,1.0
87,11945,1,8,3,0,823,0,1,1,0.0,1.0
56,11946,1,76,66,0,306,0,1,1,0.0,1.0
91,11947,1,100,45,0,627,0,1,1,0.0,1.0
6,11948,1,227,231,0,521,0,1,1,0.0,1.0
87,11949,1,93,74,0,823,0,1,1,0.0,1.0
32,11950,1,119,24,0,1228,1,2,1,0.5,0.5
93,11950,1,119,24,1,840,1,2,1,0.5,0.5
45,11951,1,38,51,0,1396,0,1,1,0.0,1.0
13,11952,1,3,3,0,273,0,1,1,0.0,1.0
87,11953,1,100,132,0,823,0,1,1,0.0,1.0
100,11954,1,3,0,1,138,1,1,0,1.0,0.0
32,11955,1,6,2,0,1228,0,1,1,0.0,1.0
72,11956,1,3,0,0,734,0,1,1,0.0,1.0
42,11957,1,14,10,0,735,1,2,1,0.5,0.5
150,11957,1,14,10,1,337,1,2,1,0.5,0.5
151,11958,1,2,1,1,164,1,1,0,1.0,0.0
148,11959,1,10,3,1,127,1,1,0,1.0,0.0
6,11960,1,18,3,0,521,0,1,1,0.0,1.0
140,11961,1,18,2,1,1193,1,1,0,1.0,0.0
180,11962,1,2,0,1,1214,1,1,0,1.0,0.0
95,11963,1,17,6,1,552,1,1,0,1.0,0.0
180,11964,1,1,0,1,1214,1,1,0,1.0,0.0
45,11965,1,5,2,0,1396,0,1,1,0.0,1.0
95,11966,1,21,0,1,552,1,1,0,1.0,0.0
46,11967,1,14,0,0,315,1,2,1,0.5,0.5
127,11967,1,14,0,1,379,1,2,1,0.5,0.5
180,11968,1,75,60,1,1214,1,1,0,1.0,0.0
45,11969,1,3,0,0,1396,0,1,1,0.0,1.0
93,11970,1,12,2,1,840,1,1,0,1.0,0.0
87,11971,1,7,0,0,823,0,1,1,0.0,1.0
45,11972,1,6,0,0,1396,0,1,1,0.0,1.0
80,11973,1,165,153,0,253,0,1,1,0.0,1.0
45,11974,1,164,80,0,1396,0,1,1,0.0,1.0
45,11975,3,31,0,0,1396,0,3,3,0.0,1.0
45,11976,1,2,12,0,1396,0,1,1,0.0,1.0
32,11977,1,72,4,0,1228,0,1,1,0.0,1.0
122,11978,1,17,1,1,184,1,1,0,1.0,0.0
72,11979,1,30,23,0,734,0,1,1,0.0,1.0
78,11980,1,48,1,0,90,0,1,1,0.0,1.0
124,11981,2,5,0,1,248,4,4,0,1.0,0.0
135,11981,1,5,0,1,49,4,4,0,1.0,0.0
154,11981,1,5,0,1,135,4,4,0,1.0,0.0
93,11982,1,37,52,1,840,1,1,0,1.0,0.0
87,11983,1,9,0,0,823,0,1,1,0.0,1.0
125,11984,1,6,1,1,212,1,1,0,1.0,0.0
64,11985,1,16,1,0,356,0,1,1,0.0,1.0
87,11986,1,32,11,0,823,0,1,1,0.0,1.0
148,11987,1,3,4,1,127,1,1,0,1.0,0.0
45,11988,1,25,40,0,1396,0,1,1,0.0,1.0
45,11989,1,5,0,0,1396,0,1,1,0.0,1.0
89,11990,2,4,1,0,289,4,6,2,0.67,0.33
122,11990,2,4,1,1,184,4,6,2,0.67,0.33
132,11990,2,4,1,1,15,4,6,2,0.67,0.33
82,11991,1,2,0,0,108,0,1,1,0.0,1.0
42,11992,1,81,73,0,735,0,1,1,0.0,1.0
91,11993,1,97,92,0,627,0,1,1,0.0,1.0
142,11994,1,13,5,1,271,1,1,0,1.0,0.0
15,11995,1,23,8,0,83,0,2,2,0.0,1.0
72,11995,1,23,8,0,734,0,2,2,0.0,1.0
46,11996,1,0,1,0,315,0,1,1,0.0,1.0
40,11997,1,71,213,0,12,0,1,1,0.0,1.0
115,11998,1,2,1,1,243,1,1,0,1.0,0.0
95,11999,1,5,0,1,552,4,4,0,1.0,0.0
127,11999,1,5,0,1,379,4,4,0,1.0,0.0
171,11999,2,5,0,1,648,4,4,0,1.0,0.0
45,12000,1,5,0,0,1396,0,1,1,0.0,1.0
95,12001,1,1,1,1,552,2,2,0,1.0,0.0
121,12001,1,1,1,1,87,2,2,0,1.0,0.0
16,12002,1,2,1,0,147,0,2,2,0.0,1.0
21,12002,1,2,1,0,94,0,2,2,0.0,1.0
32,12003,1,17,5,0,1228,0,1,1,0.0,1.0
71,12004,1,2,1,0,64,0,1,1,0.0,1.0
80,12005,1,14,0,0,253,0,1,1,0.0,1.0
80,12006,1,9,0,0,253,0,1,1,0.0,1.0
87,12007,1,6,5,0,823,0,1,1,0.0,1.0
180,12008,1,109,87,1,1214,1,1,0,1.0,0.0
87,12009,1,25,22,0,823,0,1,1,0.0,1.0
32,12010,1,1,0,0,1228,0,2,2,0.0,1.0
44,12010,1,1,0,0,112,0,2,2,0.0,1.0
168,12011,1,7,0,1,744,1,1,0,1.0,0.0
87,12012,1,2,2,0,823,0,2,2,0.0,1.0
91,12012,1,2,2,0,627,0,2,2,0.0,1.0
113,12013,1,14,6,1,136,1,1,0,1.0,0.0
124,12014,1,0,5,1,248,2,2,0,1.0,0.0
153,12014,1,0,5,1,957,2,2,0,1.0,0.0
32,12015,1,2,0,0,1228,0,1,1,0.0,1.0
42,12016,1,7,1,0,735,0,1,1,0.0,1.0
44,12017,1,64,75,0,112,0,1,1,0.0,1.0
115,12018,1,24,3,1,243,3,3,0,1.0,0.0
140,12018,1,24,3,1,1193,3,3,0,1.0,0.0
169,12018,1,24,3,1,219,3,3,0,1.0,0.0
168,12019,1,4,1,1,744,1,1,0,1.0,0.0
7,12020,1,36,39,0,87,0,2,2,0.0,1.0
57,12020,1,36,39,0,232,0,2,2,0.0,1.0
169,12021,1,3,0,1,219,1,1,0,1.0,0.0
153,12022,1,8,4,1,957,1,1,0,1.0,0.0
168,12023,1,23,5,1,744,1,1,0,1.0,0.0
32,12024,1,21,0,0,1228,0,1,1,0.0,1.0
59,12025,1,14,176,0,16,0,1,1,0.0,1.0
153,12026,1,64,76,1,957,1,1,0,1.0,0.0
127,12027,1,16,3,1,379,1,1,0,1.0,0.0
32,12028,1,71,73,0,1228,0,1,1,0.0,1.0
6,12029,1,0,3,0,521,0,1,1,0.0,1.0
45,12030,1,163,110,0,1396,0,1,1,0.0,1.0
87,12031,1,48,2,0,823,0,1,1,0.0,1.0
140,12032,1,4,3,1,1193,1,1,0,1.0,0.0
136,12033,1,1,3,1,91,1,1,0,1.0,0.0
110,12034,1,2,0,1,128,2,2,0,1.0,0.0
142,12034,1,2,0,1,271,2,2,0,1.0,0.0
140,12035,1,13,9,1,1193,1,1,0,1.0,0.0
122,12036,1,6,1,1,184,3,3,0,1.0,0.0
126,12036,1,6,1,1,440,3,3,0,1.0,0.0
180,12036,1,6,1,1,1214,3,3,0,1.0,0.0
46,12037,1,15,3,0,315,0,1,1,0.0,1.0
45,12038,1,178,129,0,1396,0,1,1,0.0,1.0
45,12039,1,23,8,0,1396,0,1,1,0.0,1.0
138,12040,2,140,139,1,385,2,2,0,1.0,0.0
140,12041,1,7,0,1,1193,2,2,0,1.0,0.0
160,12041,1,7,0,1,62,2,2,0,1.0,0.0
32,12042,1,801,848,0,1228,0,1,1,0.0,1.0
45,12043,1,66,39,0,1396,0,1,1,0.0,1.0
64,12044,1,13,0,0,356,0,1,1,0.0,1.0
64,12045,1,56,47,0,356,0,2,2,0.0,1.0
73,12045,1,56,47,0,234,0,2,2,0.0,1.0
93,12046,1,40,44,1,840,15,15,0,1.0,0.0
95,12046,1,40,44,1,552,15,15,0,1.0,0.0
109,12046,1,40,44,1,205,15,15,0,1.0,0.0
120,12046,2,40,44,1,52,15,15,0,1.0,0.0
122,12046,1,40,44,1,184,15,15,0,1.0,0.0
125,12046,1,40,44,1,212,15,15,0,1.0,0.0
138,12046,1,40,44,1,385,15,15,0,1.0,0.0
140,12046,1,40,44,1,1193,15,15,0,1.0,0.0
142,12046,1,40,44,1,271,15,15,0,1.0,0.0
144,12046,2,40,44,1,52,15,15,0,1.0,0.0
162,12046,1,40,44,1,101,15,15,0,1.0,0.0
180,12046,1,40,44,1,1214,15,15,0,1.0,0.0
181,12046,1,40,44,1,412,15,15,0,1.0,0.0
87,12047,1,6,2,0,823,0,1,1,0.0,1.0
140,12048,1,22,1,1,1193,1,1,0,1.0,0.0
42,12049,1,81,18,0,735,0,2,2,0.0,1.0
72,12049,1,81,18,0,734,0,2,2,0.0,1.0
153,12050,1,15,3,1,957,1,1,0,1.0,0.0
98,12051,1,1,0,1,157,3,3,0,1.0,0.0
106,12051,1,1,0,1,157,3,3,0,1.0,0.0
181,12051,1,1,0,1,412,3,3,0,1.0,0.0
21,12052,1,96,95,0,94,0,1,1,0.0,1.0
155,12053,1,124,118,1,65,1,1,0,1.0,0.0
113,12054,1,99,99,1,136,2,2,0,1.0,0.0
148,12054,1,99,99,1,127,2,2,0,1.0,0.0
91,12055,1,6,1,0,627,0,1,1,0.0,1.0
32,12056,1,3,0,0,1228,0,1,1,0.0,1.0
18,12057,1,27,373,0,148,0,1,1,0.0,1.0
45,12058,1,32,0,0,1396,0,1,1,0.0,1.0
42,12059,1,154,157,0,735,1,2,1,0.5,0.5
150,12059,1,154,157,1,337,1,2,1,0.5,0.5
32,12060,1,27,13,0,1228,0,1,1,0.0,1.0
140,12061,1,6,6,1,1193,2,2,0,1.0,0.0
168,12061,1,6,6,1,744,2,2,0,1.0,0.0
45,12062,1,1,0,0,1396,0,1,1,0.0,1.0
142,12063,1,4,0,1,271,1,1,0,1.0,0.0
140,12064,1,104,112,1,1193,1,1,0,1.0,0.0
140,12065,1,6,0,1,1193,1,1,0,1.0,0.0
15,12066,1,3,0,0,83,0,3,3,0.0,1.0
23,12066,1,3,0,0,284,0,3,3,0.0,1.0
45,12066,1,3,0,0,1396,0,3,3,0.0,1.0
80,12067,1,15,8,0,253,0,1,1,0.0,1.0
32,12068,1,8,0,0,1228,0,1,1,0.0,1.0
151,12069,1,4,0,1,164,1,1,0,1.0,0.0
45,12070,1,1,0,0,1396,0,1,1,0.0,1.0
95,12071,1,5,2,1,552,1,1,0,1.0,0.0
153,12072,1,46,17,1,957,1,1,0,1.0,0.0
42,12073,1,16,3,0,735,0,1,1,0.0,1.0
93,12074,1,4,0,1,840,1,1,0,1.0,0.0
140,12075,1,147,139,1,1193,1,1,0,1.0,0.0
180,12076,1,16,1,1,1214,1,1,0,1.0,0.0
46,12077,1,1,0,0,315,0,1,1,0.0,1.0
180,12078,1,98,19,1,1214,1,1,0,1.0,0.0
46,12079,1,4,1,0,315,0,1,1,0.0,1.0
153,12080,1,30,7,1,957,1,1,0,1.0,0.0
8,12081,1,1,1,0,18,2,4,2,0.5,0.5
45,12081,1,1,1,0,1396,2,4,2,0.5,0.5
96,12081,1,1,1,1,47,2,4,2,0.5,0.5
100,12081,1,1,1,1,138,2,4,2,0.5,0.5
154,12082,1,11,10,1,135,1,1,0,1.0,0.0
153,12083,1,2,0,1,957,1,1,0,1.0,0.0
140,12084,8,21,8,1,1193,8,8,0,1.0,0.0
96,12085,1,22,0,1,47,4,4,0,1.0,0.0
100,12085,1,22,0,1,138,4,4,0,1.0,0.0
108,12085,2,22,0,1,17,4,4,0,1.0,0.0
87,12086,1,14,26,0,823,0,1,1,0.0,1.0
56,12087,1,2,1,0,306,0,1,1,0.0,1.0
93,12088,1,5,1,1,840,1,1,0,1.0,0.0
56,12089,1,3,5,0,306,0,1,1,0.0,1.0
72,12090,1,7,14,0,734,0,1,1,0.0,1.0
45,12091,1,86,56,0,1396,0,1,1,0.0,1.0
46,12092,1,15,1,0,315,0,1,1,0.0,1.0
56,12093,1,204,390,0,306,0,1,1,0.0,1.0
45,12094,1,99,98,0,1396,0,1,1,0.0,1.0
140,12095,2,58,21,1,1193,4,4,0,1.0,0.0
180,12095,2,58,21,1,1214,4,4,0,1.0,0.0
153,12096,1,25,3,1,957,1,1,0,1.0,0.0
32,12097,1,116,108,0,1228,0,1,1,0.0,1.0
171,12098,1,21,3,1,648,1,1,0,1.0,0.0
71,12099,1,9,8,0,64,0,1,1,0.0,1.0
32,12100,1,11,0,0,1228,0,1,1,0.0,1.0
64,12101,1,10,0,0,356,0,1,1,0.0,1.0
84,12102,1,1,0,0,32,1,3,2,0.33,0.67
87,12102,1,1,0,0,823,1,3,2,0.33,0.67
150,12102,1,1,0,1,337,1,3,2,0.33,0.67
115,12103,1,24,9,1,243,1,1,0,1.0,0.0
46,12104,1,2,0,0,315,0,1,1,0.0,1.0
140,12105,1,24,13,1,1193,1,1,0,1.0,0.0
95,12106,1,15,11,1,552,4,4,0,1.0,0.0
169,12106,2,15,11,1,219,4,4,0,1.0,0.0
171,12106,1,15,11,1,648,4,4,0,1.0,0.0
42,12107,1,21,1,0,735,0,2,2,0.0,1.0
77,12107,1,21,1,0,98,0,2,2,0.0,1.0
45,12108,2,86,41,0,1396,0,2,2,0.0,1.0
93,12109,2,35,18,1,840,10,10,0,1.0,0.0
115,12109,2,35,18,1,243,10,10,0,1.0,0.0
121,12109,1,35,18,1,87,10,10,0,1.0,0.0
140,12109,1,35,18,1,1193,10,10,0,1.0,0.0
169,12109,1,35,18,1,219,10,10,0,1.0,0.0
171,12109,3,35,18,1,648,10,10,0,1.0,0.0
113,12110,1,6,0,1,136,2,2,0,1.0,0.0
125,12110,1,6,0,1,212,2,2,0,1.0,0.0
9,12111,1,2,0,0,95,1,2,1,0.5,0.5
140,12111,1,2,0,1,1193,1,2,1,0.5,0.5
109,12112,1,27,14,1,205,2,2,0,1.0,0.0
138,12112,1,27,14,1,385,2,2,0,1.0,0.0
7,12113,1,1,0,0,87,0,1,1,0.0,1.0
150,12114,1,35,12,1,337,1,1,0,1.0,0.0
15,12115,1,3,0,0,83,0,1,1,0.0,1.0
127,12116,1,98,73,1,379,1,1,0,1.0,0.0
109,12117,1,5,0,1,205,1,1,0,1.0,0.0
93,12118,1,3,6,1,840,2,2,0,1.0,0.0
180,12118,1,3,6,1,1214,2,2,0,1.0,0.0
6,12119,1,16,2,0,521,0,1,1,0.0,1.0
23,12120,1,32,0,0,284,0,1,1,0.0,1.0
56,12121,1,11,1,0,306,0,1,1,0.0,1.0
87,12122,1,2,0,0,823,0,1,1,0.0,1.0
16,12123,1,13,0,0,147,0,1,1,0.0,1.0
168,12124,1,41,4,1,744,1,1,0,1.0,0.0
98,12125,1,27,0,1,157,2,2,0,1.0,0.0
106,12125,1,27,0,1,157,2,2,0,1.0,0.0
38,12126,1,5,4,0,33,0,1,1,0.0,1.0
110,12127,1,42,22,1,128,1,1,0,1.0,0.0
82,12128,1,2,0,0,108,0,1,1,0.0,1.0
84,12129,1,22,111,0,32,0,1,1,0.0,1.0
7,12130,2,4,3,0,87,0,8,8,0.0,1.0
9,12130,1,4,3,0,95,0,8,8,0.0,1.0
10,12130,1,4,3,0,262,0,8,8,0.0,1.0
29,12130,2,4,3,0,46,0,8,8,0.0,1.0
80,12130,1,4,3,0,253,0,8,8,0.0,1.0
91,12130,1,4,3,0,627,0,8,8,0.0,1.0
32,12131,1,2,0,0,1228,0,1,1,0.0,1.0
56,12132,1,13,12,0,306,0,1,1,0.0,1.0
138,12133,1,18,7,1,385,1,1,0,1.0,0.0
126,12134,1,15,0,1,440,2,2,0,1.0,0.0
180,12134,1,15,0,1,1214,2,2,0,1.0,0.0
140,12135,1,1,0,1,1193,1,1,0,1.0,0.0
98,12136,1,4,0,1,157,2,2,0,1.0,0.0
106,12136,1,4,0,1,157,2,2,0,1.0,0.0
6,12137,1,158,118,0,521,0,1,1,0.0,1.0
6,12138,1,123,85,0,521,0,1,1,0.0,1.0
45,12139,2,1,0,0,1396,0,2,2,0.0,1.0
127,12140,1,114,117,1,379,1,1,0,1.0,0.0
45,12141,1,4,12,0,1396,0,1,1,0.0,1.0
45,12142,1,4,2,0,1396,0,1,1,0.0,1.0
82,12143,1,1,4,0,108,0,1,1,0.0,1.0
153,12144,1,140,136,1,957,1,1,0,1.0,0.0
168,12145,1,0,1,1,744,1,1,0,1.0,0.0
135,12146,1,4,6,1,49,1,1,0,1.0,0.0
23,12147,1,38,24,0,284,0,6,6,0.0,1.0
45,12147,1,38,24,0,1396,0,6,6,0.0,1.0
57,12147,1,38,24,0,232,0,6,6,0.0,1.0
64,12147,1,38,24,0,356,0,6,6,0.0,1.0
66,12147,1,38,24,0,221,0,6,6,0.0,1.0
73,12147,1,38,24,0,234,0,6,6,0.0,1.0
127,12148,1,15,7,1,379,1,1,0,1.0,0.0
153,12149,1,3,0,1,957,1,1,0,1.0,0.0
180,12150,1,92,69,1,1214,1,1,0,1.0,0.0
32,12151,1,25,6,0,1228,0,1,1,0.0,1.0
153,12152,1,226,199,1,957,1,1,0,1.0,0.0
124,12153,2,12,6,1,248,2,2,0,1.0,0.0
87,12154,1,9,3,0,823,0,1,1,0.0,1.0
180,12155,1,14,11,1,1214,1,1,0,1.0,0.0
154,12156,1,23,13,1,135,1,1,0,1.0,0.0
80,12157,1,5,0,0,253,0,1,1,0.0,1.0
124,12158,1,104,110,1,248,1,1,0,1.0,0.0
64,12159,1,12,6,0,356,0,1,1,0.0,1.0
150,12160,1,55,15,1,337,2,2,0,1.0,0.0
153,12160,1,55,15,1,957,2,2,0,1.0,0.0
68,12161,1,117,66,0,80,2,3,1,0.67,0.33
105,12161,2,117,66,1,119,2,3,1,0.67,0.33
136,12162,1,19,14,1,91,2,2,0,1.0,0.0
140,12162,1,19,14,1,1193,2,2,0,1.0,0.0
9,12163,1,0,1,0,95,0,6,6,0.0,1.0
42,12163,3,0,1,0,735,0,6,6,0.0,1.0
72,12163,1,0,1,0,734,0,6,6,0.0,1.0
84,12163,1,0,1,0,32,0,6,6,0.0,1.0
153,12164,1,18,0,1,957,1,1,0,1.0,0.0
45,12165,1,19,0,0,1396,0,1,1,0.0,1.0
31,12166,1,26,9,0,59,0,2,2,0.0,1.0
89,12166,1,26,9,0,289,0,2,2,0.0,1.0
98,12167,1,1,3,1,157,3,3,0,1.0,0.0
100,12167,1,1,3,1,138,3,3,0,1.0,0.0
106,12167,1,1,3,1,157,3,3,0,1.0,0.0
6,12168,1,2,0,0,521,0,1,1,0.0,1.0
127,12169,1,51,54,1,379,1,1,0,1.0,0.0
109,12170,1,9,0,1,205,2,2,0,1.0,0.0
119,12170,1,9,0,1,14,2,2,0,1.0,0.0
153,12171,1,5,5,1,957,1,1,0,1.0,0.0
150,12172,1,1130,1064,1,337,1,1,0,1.0,0.0
127,12173,1,19,8,1,379,1,1,0,1.0,0.0
168,12174,1,3,0,1,744,1,1,0,1.0,0.0
168,12175,1,2,0,1,744,1,1,0,1.0,0.0
143,12176,1,20,143,1,79,1,1,0,1.0,0.0
140,12177,1,11,4,1,1193,1,1,0,1.0,0.0
32,12178,1,103,106,0,1228,0,1,1,0.0,1.0
180,12179,1,3,9,1,1214,1,1,0,1.0,0.0
87,12180,1,14,1,0,823,0,1,1,0.0,1.0
180,12181,2,60,31,1,1214,2,2,0,1.0,0.0
171,12182,1,1,0,1,648,1,1,0,1.0,0.0
16,12183,1,71,53,0,147,0,1,1,0.0,1.0
72,12184,1,0,2,0,734,0,1,1,0.0,1.0
181,12185,1,90,86,1,412,1,1,0,1.0,0.0
95,12186,1,3,0,1,552,2,2,0,1.0,0.0
136,12186,1,3,0,1,91,2,2,0,1.0,0.0
157,12187,1,54,53,1,41,1,1,0,1.0,0.0
173,12188,1,17,14,1,47,1,1,0,1.0,0.0
115,12189,1,40,6,1,243,3,3,0,1.0,0.0
147,12189,1,40,6,1,49,3,3,0,1.0,0.0
171,12189,1,40,6,1,648,3,3,0,1.0,0.0
140,12190,1,7,1,1,1193,1,1,0,1.0,0.0
32,12191,1,4,0,0,1228,0,1,1,0.0,1.0
42,12192,1,143,136,0,735,0,1,1,0.0,1.0
93,12193,1,14,1,1,840,1,1,0,1.0,0.0
124,12194,1,14,28,1,248,1,1,0,1.0,0.0
32,12195,1,48,33,0,1228,0,1,1,0.0,1.0
32,12196,1,1,3,0,1228,0,1,1,0.0,1.0
6,12197,1,4,0,0,521,0,1,1,0.0,1.0
91,12198,1,19,17,0,627,0,1,1,0.0,1.0
140,12199,1,7,3,1,1193,1,1,0,1.0,0.0
6,12200,1,1,0,0,521,0,3,3,0.0,1.0
23,12200,1,1,0,0,284,0,3,3,0.0,1.0
42,12200,1,1,0,0,735,0,3,3,0.0,1.0
133,12201,1,91,93,1,8,1,1,0,1.0,0.0
6,12202,1,22,6,0,521,0,2,2,0.0,1.0
46,12202,1,22,6,0,315,0,2,2,0.0,1.0
64,12203,1,7,5,0,356,0,1,1,0.0,1.0
10,12204,1,58,32,0,262,0,2,2,0.0,1.0
21,12204,1,58,32,0,94,0,2,2,0.0,1.0
80,12205,2,19,9,0,253,0,2,2,0.0,1.0
100,12206,1,9,8,1,138,1,1,0,1.0,0.0
89,12207,1,15,2,0,289,4,5,1,0.8,0.2
95,12207,1,15,2,1,552,4,5,1,0.8,0.2
122,12207,1,15,2,1,184,4,5,1,0.8,0.2
140,12207,1,15,2,1,1193,4,5,1,0.8,0.2
171,12207,1,15,2,1,648,4,5,1,0.8,0.2
125,12208,1,13,84,1,212,1,1,0,1.0,0.0
56,12209,1,4,1,0,306,0,1,1,0.0,1.0
93,12210,1,21,19,1,840,3,3,0,1.0,0.0
140,12210,1,21,19,1,1193,3,3,0,1.0,0.0
141,12210,1,21,19,1,128,3,3,0,1.0,0.0
93,12211,1,22,6,1,840,1,1,0,1.0,0.0
46,12212,1,23,5,0,315,0,1,1,0.0,1.0
32,12213,1,12,3,0,1228,4,5,1,0.8,0.2
98,12213,1,12,3,1,157,4,5,1,0.8,0.2
106,12213,1,12,3,1,157,4,5,1,0.8,0.2
136,12213,1,12,3,1,91,4,5,1,0.8,0.2
140,12213,1,12,3,1,1193,4,5,1,0.8,0.2
45,12214,1,3,0,0,1396,0,1,1,0.0,1.0
32,12215,1,18,9,0,1228,0,1,1,0.0,1.0
23,12216,1,35,9,0,284,0,3,3,0.0,1.0
45,12216,1,35,9,0,1396,0,3,3,0.0,1.0
64,12216,1,35,9,0,356,0,3,3,0.0,1.0
64,12217,1,1,0,0,356,0,1,1,0.0,1.0
162,12218,1,4,4,1,101,1,1,0,1.0,0.0
89,12219,1,1,1,0,289,0,1,1,0.0,1.0
162,12220,1,11,1,1,101,1,1,0,1.0,0.0
153,12221,1,67,71,1,957,1,1,0,1.0,0.0
154,12222,1,3,2,1,135,1,1,0,1.0,0.0
121,12223,1,5,0,1,87,1,1,0,1.0,0.0
152,12224,1,1,1,1,36,2,2,0,1.0,0.0
153,12224,1,1,1,1,957,2,2,0,1.0,0.0
180,12225,2,18,7,1,1214,2,2,0,1.0,0.0
45,12226,1,0,3,0,1396,0,1,1,0.0,1.0
6,12227,1,11,0,0,521,0,1,1,0.0,1.0
124,12228,1,7,3,1,248,1,1,0,1.0,0.0
10,12229,1,106,102,0,262,0,1,1,0.0,1.0
58,12230,1,174,132,0,66,0,1,1,0.0,1.0
150,12231,1,17,2,1,337,1,1,0,1.0,0.0
126,12232,1,2,3,1,440,1,1,0,1.0,0.0
181,12233,1,83,35,1,412,1,1,0,1.0,0.0
181,12234,1,5,0,1,412,1,1,0,1.0,0.0
91,12235,1,4,0,0,627,0,1,1,0.0,1.0
42,12236,1,1,1,0,735,0,1,1,0.0,1.0
64,12237,1,40,36,0,356,0,1,1,0.0,1.0
109,12238,1,5,0,1,205,1,1,0,1.0,0.0
125,12239,1,7,0,1,212,1,1,0,1.0,0.0
95,12240,1,10,2,1,552,2,2,0,1.0,0.0
126,12240,1,10,2,1,440,2,2,0,1.0,0.0
57,12241,1,3,0,0,232,0,1,1,0.0,1.0
140,12242,1,10,0,1,1193,1,1,0,1.0,0.0
87,12243,1,65,55,0,823,0,1,1,0.0,1.0
16,12244,1,2,0,0,147,0,1,1,0.0,1.0
72,12245,1,9,0,0,734,0,1,1,0.0,1.0
86,12246,1,4,0,0,72,0,1,1,0.0,1.0
162,12247,1,51,49,1,101,1,1,0,1.0,0.0
153,12248,1,8,15,1,957,1,1,0,1.0,0.0
